offense,year,Latitude,Longitude
Homicide,2012,38.9005013,-76.9409027
Homicide,2012,38.9115982,-76.9369965
Homicide,2012,38.9107018,-76.9395981
Homicide,2012,38.8970985,-76.9185028
Homicide,2012,38.8504982,-76.9730988
Homicide,2012,38.9306984,-77.0326996
Homicide,2012,38.889801,-76.9320984
Homicide,2012,38.8844986,-76.9297028
Homicide,2012,38.9220009,-76.9871979
Homicide,2012,38.9151001,-76.9866028
Homicide,2012,38.9524002,-76.9927979
Homicide,2012,38.8776016,-76.9312973
Homicide,2012,38.8707008,-76.9532013
Homicide,2012,38.8368988,-76.981102
Homicide,2012,38.896801,-76.9409027
Homicide,2012,38.9329987,-76.9909973
Homicide,2012,38.8320007,-76.9904022
Homicide,2012,38.9224014,-76.9651031
Homicide,2012,38.899601,-76.9722977
Homicide,2012,38.8406982,-76.9891968
Homicide,2012,38.843399,-76.9843979
Homicide,2012,38.8802986,-76.9950027
Homicide,2012,38.9497986,-77.0245972
Homicide,2012,38.9000015,-76.9484024
Homicide,2012,38.9241982,-76.9979019
Homicide,2012,38.8478012,-76.9719009
Homicide,2012,38.9147987,-77.0184021
Homicide,2012,38.9118004,-76.9347992
Homicide,2012,38.8594017,-76.9999008
Homicide,2012,38.8857002,-76.9488983
Homicide,2012,38.9076004,-77.0090027
Homicide,2012,38.8913002,-76.9589005
Homicide,2012,38.8594017,-76.9999008
Homicide,2012,38.8773003,-76.9400024
Homicide,2012,38.8406982,-76.9891968
Homicide,2012,38.864399,-76.9921036
Homicide,2012,38.8415985,-76.9872971
Homicide,2012,38.8415985,-76.9872971
Homicide,2012,38.9001999,-76.9955978
Homicide,2012,38.8692017,-76.9807968
Homicide,2012,38.9473991,-77.0203018
Homicide,2012,38.8557014,-76.967598
Homicide,2012,38.9104996,-76.935997
Homicide,2012,38.9515991,-77.0118027
Homicide,2012,38.9320984,-77.0225983
Homicide,2012,38.8908005,-76.9244995
Homicide,2012,38.9132996,-77.0218964
Homicide,2012,38.8622017,-76.9807968
Homicide,2012,38.8707008,-77.0102005
Homicide,2012,38.9031982,-76.9829025
Homicide,2012,38.8931999,-76.9505997
Homicide,2012,38.8714981,-76.9726028
Homicide,2012,38.8316002,-76.9917984
Homicide,2012,38.8574982,-76.9905014
Homicide,2012,38.9329987,-77.0238037
Homicide,2012,38.8442993,-76.9885025
Homicide,2012,38.9227982,-76.9913025
Homicide,2012,38.8746986,-77.0123978
Homicide,2012,38.953701,-76.9952011
Homicide,2012,38.9217987,-77.0006027
Homicide,2012,38.8541985,-76.9884033
Homicide,2012,38.8851013,-76.9527969
Homicide,2012,38.9037018,-77.001297
Homicide,2012,38.8786011,-76.9308014
Homicide,2012,38.8963013,-76.9281006
Homicide,2012,38.9804001,-77.0264969
Homicide,2012,38.8548012,-76.9656982
Homicide,2012,38.9042015,-76.9950027
Homicide,2012,38.8686981,-76.9690018
Homicide,2012,38.8955994,-76.9520035
Homicide,2012,38.9353981,-77.0297012
Homicide,2012,38.8446999,-76.9999008
Homicide,2012,38.9175987,-77.0006027
Homicide,2012,38.8857002,-76.9488983
Homicide,2012,38.910099,-76.9941025
Homicide,2012,38.9259987,-77.0530014
Homicide,2012,38.9028015,-76.9768982
Homicide,2012,38.8693008,-76.9789963
Homicide,2012,38.8818016,-76.9255981
Homicide,2012,38.9263992,-76.9593964
Homicide,2012,38.9434013,-76.9974976
Homicide,2012,38.9042015,-76.9806976
Homicide,2012,38.9042015,-76.9806976
Homicide,2012,38.8936005,-76.9888
Homicide,2012,38.8885002,-76.9288025
Homicide,2012,38.8867989,-76.9568024
